Tweet ID,Original Tweet,Preprocessed,Reference Translation: Google Translation,Reference Translation: Microsoft Translation,Translated Tweet: M2M-100 model,Translated Tweet: MarianMT model,Created At,Language
1663535638606647297,"Los @apoyosbienestar son del pueblo de México, el gobierno debe entregarlos a todas y todos sin condiciones. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/IiQEAaWCh8","los apoyosbienestar son del pueblo de mexico, el gobierno debe entregarlos a todas y todos sin condiciones. conferencia de prensa matutina, desde palacio nacional","Well-being supports belong to the people of Mexico, the government must deliver them to everyone without conditions. morning press conference, from the national palace","The welfare supports belong to the people of Mexico, the government must deliver them to everyone without conditions. Morning press conference, from the National Palace","The welfare supports are from the people of Mexico, the government must deliver them to all and all unconditionally.","the well-being supports are of the people of Mexico, the government must deliver them to all and all without conditions. morning press conference, from national palace",2023-05-30 13:19:37+00:00,es
1663173011950931974,"El Tren Maya significará el porvenir económico y social del sureste. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/ksCPYXoKkl","el tren maya significara el porvenir economico y social del sureste. conferencia de prensa matutina, desde palacio nacional","the mayan train will signify the economic and social future of the southeast. morning press conference, from the national palace","The Mayan Train will mean the economic and social future of the Southeast. Morning press conference, from the National Palace",The Mayan train would mean the economic and social future of the Southeast.,"the Mayan train will mean the economic and social future of the southeast. morning press conference, from national palace",2023-05-29 13:18:40+00:00,es
1662972178911096833,"La rehabilitación de la refinería, la nueva coquizadora y la modernización del puerto de Salina Cruz —incluyendo las vías del tren, la ampliación de la carretera hacia Coatzacoalcos y los 10 polos de desarrollo— representan una inversión pública, sin deuda, de más de 100 mil… https://t.co/D2IeuBuMwe https://t.co/qNiyxU8hI1","la rehabilitacion de la refineria, la nueva coquizadora y la modernizacion del puerto de salina cruz --incluyendo las vias del tren, la ampliacion de la carretera hacia coatzacoalcos y los 10 polos de desarrollo-- representan una inversion publica, sin deuda, de mas de 100 mil...","the rehabilitation of the refinery, the new coking plant and the modernization of the port of salina cruz --including the train tracks, the expansion of the highway to coatzacoalcos and the 10 development poles-- represent a public investment, without debt, of more of 100 thousand...","THE REHABILITATION OF THE REFINERY, THE NEW COKING PLANT AND THE MODERNIZATION OF THE PORT OF SALINA CRUZ --INCLUDING THE TRAIN TRACKS, THE EXPANSION OF THE HIGHWAY TO COATZACOALCOS AND THE 10 DEVELOPMENT POLES-- REPRESENT A PUBLIC INVESTMENT, WITHOUT DEBT, OF MORE THAN 100 THOUSAND...","The refinery's rehabilitation, the new cooker and the modernization of the Salina Cruz port - including the railway tra","the rehabilitation of the refineria, the new coquizadora and the modernization of the port of saline cross --including the roads of the train, the widening of the road towards coatzacoalcos and the 10 poles of development-- represent a public investment, without debt, of more than 100 thousand...",2023-05-29 00:00:38+00:00,es
1662910995944337408,"Ayer descansamos en el hotel Misión San José, de Salina Cruz; el servicio es de primera y sus trabajadores buenos y alegres. Por cierto, estrené guayabera oaxaqueña de San Antonio Castillo Velasco y, como dirían nuestros hermanos chiapanecos: me sentí galán. https://t.co/pHwbJXtzZL","ayer descansamos en el hotel mision san jose, de salina cruz; el servicio es de primera y sus trabajadores buenos y alegres. por cierto, estrene guayabera oaxaquena de san antonio castillo velasco y, como dirian nuestros hermanos chiapanecos: me senti galan.","Yesterday we rested at the Mision San Jose hotel, in Salina Cruz; The service is first class and its workers are good and cheerful. By the way, I premiered the Oaxacan guayabera from San Antonio Castillo Velasco and, as our brothers from Chiapas would say: I felt like a gallant.","Yesterday we rested at the Hotel Mision San Jose, in Salina Cruz; The service is top notch and its workers good and cheerful. By the way, premiere Guayabera Oaxacan San Antonio Castillo Velasco and, as our Chiapas brothers would say: I felt gallant.","Yesterday we rested at the Mission San José hotel, de Salina Cruz; the service is first class and its workers are good and","yesterday we rest in the hotel mission san jose, of saltine cross; the service is first and its workers good and cheerful. by the way, estrene guayabera Oaxaca of San Antonio castle sailsco and, as our brothers Chiapas would say: I felt gallan.",2023-05-28 19:57:31+00:00,es
1662674773632229376,"Ayer y hoy, con el almirante José Rafael Ojeda Durán, secretario de Marina, supervisamos las tres líneas del ferrocarril que estamos rehabilitando: Palenque-Coatzacoalcos-Salina Cruz-Ixtepec-Ciudad Hidalgo, en los estados de Tabasco, Veracruz, Oaxaca y Chiapas. Es histórico:… https://t.co/0kkS3cjoeb https://t.co/JMQdv4mlTH","ayer y hoy, con el almirante jose rafael ojeda duran, secretario de marina, supervisamos las tres lineas del ferrocarril que estamos rehabilitando: palenque-coatzacoalcos-salina cruz-ixtepec-ciudad hidalgo, en los estados de tabasco, veracruz, oaxaca y chiapas. es historico:...","yesterday and today, with admiral jose rafael ojeda duran, secretary of the navy, we supervised the three railway lines that we are rehabilitating: palenque-coatzacoalcos-salina cruz-ixtepec-ciudad hidalgo, in the states of tabasco, veracruz, oaxaca and chiapas. It's historical:...","Yesterday and today, with Admiral Jose Rafael Ojeda Duran, Secretary of the Navy, we supervised the three railroad lines that we are rehabilitating: Palenque-Coatzacoalcos-Salina Cruz-Ixtepec-Ciudad Hidalgo, in the states of Tabasco, Veracruz, Oaxaca and Chiapas. It's historical:...","Yesterday and today, with Admiral Jose Rafael Ojeda Durán, Secretary of the Navy, we oversaw the three","yesterday and today, with admiral jose rafael ojeda duran, secretary of marina, we supervise the three railway lines that we are rehabilitating: palenque-coatzacoalcos-salina cross-ixtepec-Hidalgo city, in the states of tabasco, veracruz, Oaxaca and chiapas. is historic:...",2023-05-28 04:18:51+00:00,es
1662084771953127424,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/CmoYLTKRvu","conferencia de prensa matutina, desde palacio nacional","morning press conference, from the national palace","Morning press conference, from the National Palace","Morning press conference, from the national palace","morning press conference, from National Palace",2023-05-26 13:14:24+00:00,es
1661888630854684672,"Ya es posible visitar el archipiélago Islas Marías, reserva de la biosfera declarada como Área Natural Protegida.

En la antigua prisión se arreglaron las instalaciones y remodelaron las calles, las casas y el templo; algunas celdas —con trabajo voluntario— se convirtieron en… https://t.co/JXYvvOthUB https://t.co/czBBBNwGq6","ya es posible visitar el archipielago islas marias, reserva de la biosfera declarada como area natural protegida.
en la antigua prision se arreglaron las instalaciones y remodelaron las calles, las casas y el templo; algunas celdas --con trabajo voluntario-- se convirtieron en...","It is now possible to visit the Islas Marias archipelago, a biosphere reserve declared a protected natural area. In the old prison, the facilities were fixed and the streets, houses and temple were remodeled; some cells --with voluntary work-- became...","It is now possible to visit the Islas Marias archipelago, a biosphere reserve declared a protected natural area.
In the former prison, the facilities were repaired and the streets, houses and temple were remodeled; Some cells -- with volunteer work -- became ...","It is now possible to visit the archipelago of the Marias Islands, a biosphere reserve declared a protected natural area. In the","It is already possible to visit the archipielago Marias islands, reserve of the biosphere declared as protected natural area.In the old prison the facilities were arranged and the streets, houses and temple were remodeled; some cells - with voluntary work - became...",2023-05-26 00:15:00+00:00,es
1661818876894810112,"También saludé a los embajadores de Portugal, Manuel Maria Camacho Cansado de Carvalho; de China, Zhang Run; de Colombia, Álvaro Moisés Ninco Daza y de Rusia, Nikolay Sofinskiy. 2/2 https://t.co/8kkXPjl1o6","tambien salude a los embajadores de portugal, manuel maria camacho cansado de carvalho; de china, zhang run; de colombia, alvaro moises ninco daza y de rusia, nikolay sofinskiy. 2/2","I also greeted the ambassadors of Portugal, Manuel Maria Camacho Tired of Carvalho; from china, zhang run; from Colombia, Alvaro Moises Ninco Daza and from Russia, Nikolay Sofinskiy. 2/2","Also greet the ambassadors of Portugal, Manuel Maria Camacho tired of Carvalho; from China, Zhang Run; from Colombia, Alvaro Moisés Ninco Daza and from Russia, Nikolay Sofinskiy. 2/2","The Commission's proposal for a directive on the protection of the environment, which is to be adopted by the Council, is to be adopted","also greet the ambassadors of portugal, manuel maria camacho tired of carvalho; of china, zhang run; of colombia, Alvaro moises ninco daza and of Russia, Nikolay sofinskiy. 2/2",2023-05-25 19:37:50+00:00,es
1661818874604707840,"Recibí las cartas credenciales de la embajadora de Filipinas, Lilybeth Rodríguez Deapera y de los embajadores de Corea, Huh Tae-wan; de la República Árabe Saharaui Democrática, Mujtar Leboihi Emboiric. 1/2 https://t.co/PVFengyUWQ","recibi las cartas credenciales de la embajadora de filipinas, lilybeth rodriguez deapera y de los embajadores de corea, huh tae-wan; de la republica arabe saharaui democratica, mujtar leboihi emboiric. 1/2","received credentials from the ambassador of the philippines, lilybeth rodriguez deapera, and the ambassadors of korea, huh tae-wan; of the Saharawi Arab Democratic Republic, Mujtar Leboihi Emboiric. 1/2","Received the credentials of the Ambassador of the Philippines, Lilybeth Rodriguez Deapera and the Ambassadors of Korea, Huh Tae-wan; of the Sahrawi Arab Democratic Republic, Mukhtar Leboihi Emboiric. 1/2","I received the letters of credence from the Philippine Ambassador, Lilibeth Rodriguez deapera and the Korean Ambassador","I received the credentials of the Philippine ambassador, lilybeth rodriguez deapera and the Korean ambassadors, huh tae-wan; of the democratic Saharawi Arab republic, mujtar leboihi emboliric. 1/2",2023-05-25 19:37:49+00:00,es
1661721334613962754,"La construcción del Tren Maya está acompañada de la rehabilitación, investigación e intervención de sitios arqueológicos. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/BIrcIKR6rd","la construccion del tren maya esta acompanada de la rehabilitacion, investigacion e intervencion de sitios arqueologicos. conferencia de prensa matutina, desde palacio nacional","the construction of the mayan train is accompanied by the rehabilitation, investigation and intervention of archaeological sites. morning press conference, from the national palace","THE CONSTRUCTION OF THE MAYAN TRAIN IS ACCOMPANIED BY THE REHABILITATION, RESEARCH AND INTERVENTION OF ARCHAEOLOGICAL SITES. Morning press conference, from the National Palace","The construction of the Mayan train is accompanied by the rehabilitation, research and intervention of archaeological sites.","the construction of the Mayan train is accompanied by the rehabilitation, investigation and intervention of archaeological sites. morning press conference, from National Palace",2023-05-25 13:10:14+00:00,es
1661458153157046272,"Nos reunimos en Palacio Nacional con gobernadoras, gobernadores y servidores públicos del gobierno federal para tratar varios asuntos prioritarios para beneficio y protección de la gente. https://t.co/FFUO3nA4vz","nos reunimos en palacio nacional con gobernadoras, gobernadores y servidores publicos del gobierno federal para tratar varios asuntos prioritarios para beneficio y proteccion de la gente.","we met in the national palace with governors, governors and public servants of the federal government to discuss various priority issues for the benefit and protection of the people.",We met at the National Palace with governors and public servants of the federal government to discuss several priority issues for the benefit and protection of the people.,"We met at the National Palace with governors, governors and federal government officials to discuss several top priorities for the benefit and protection of","We meet in the national palace with governors, governors and public servants of the federal government to discuss several priority issues for the benefit and protection of the people.",2023-05-24 19:44:26+00:00,es
1661361327875723264,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/WMCU0gjnB0","conferencia de prensa matutina, desde palacio nacional","morning press conference, from the national palace","Morning press conference, from the National Palace","Morning press conference, from the national palace","morning press conference, from National Palace",2023-05-24 13:19:41+00:00,es
1660997822320381953,"Informamos sobre las drogas y los daños que causan porque nuestro enfoque es preventivo; tenemos que evitar que aumente el consumo. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/GFmtttjc1p","informamos sobre las drogas y los danos que causan porque nuestro enfoque es preventivo; tenemos que evitar que aumente el consumo. conferencia de prensa matutina, desde palacio nacional","we report on drugs and the harm they cause because our approach is preventive; we have to prevent consumption from increasing. morning press conference, from the national palace","we report on drugs and the damage they cause because our approach is preventive; We must prevent consumption from increasing. Morning press conference, from the National Palace",We report on drugs and the harm they cause because our approach is preventive; we have to prevent increased consumption.,"We report on the drugs and the harms they cause because our approach is preventive; we have to prevent the increase in consumption. morning press conference, from national palace",2023-05-23 13:15:15+00:00,es
1660636206202224640,"La construcción del Tren Maya genera miles de empleos, protege el ambiente y fomenta el rescate del patrimonio arqueológico. Conferencia de prensa matutina, desde Palacio Nacional https://t.co/uTVx9Yv1Zv","la construccion del tren maya genera miles de empleos, protege el ambiente y fomenta el rescate del patrimonio arqueologico. conferencia de prensa matutina, desde palacio nacional","the construction of the mayan train generates thousands of jobs, protects the environment and encourages the rescue of the archaeological heritage. morning press conference, from the national palace","The construction of the Mayan Train generates thousands of jobs, protects the environment and encourages the rescue of archaeological heritage. Morning press conference, from the National Palace","The construction of the Mayan train generates thousands of jobs, protects the environment and encourages the rescue of the archaeological","the construction of the Mayan train generates thousands of jobs, protects the environment and promotes the rescue of the archaeological heritage. morning press conference, from National Palace",2023-05-22 13:18:19+00:00,es
1660407054266400772,"Finalizamos la gira de supervisión del Tren Maya atravesando la legendaria Laguna de Términos, refugio de piratas de los de antes. Una buena noticia: el tramo Campeche-Mérida-Cancún lleva 80 por ciento de avance. En julio llega el primer tren y empieza a probarse en agosto con… https://t.co/Nc10Kavkre https://t.co/icKTvQQIEa","finalizamos la gira de supervision del tren maya atravesando la legendaria laguna de terminos, refugio de piratas de los de antes. una buena noticia: el tramo campeche-merida-cancun lleva 80 por ciento de avance. en julio llega el primer tren y empieza a probarse en agosto con...","We finish the tour of supervision of the Mayan train crossing the legendary lagoon of terms, refuge of pirates from before. good news: the campeche-merida-cancun section is 80 percent complete. The first train arrives in July and testing begins in August with...","We finish the supervision tour of the Mayan Train crossing the legendary Laguna de Terpinos, refuge of pirates of the past. Good news: the Campeche-Merida-Cancun section is 80 percent complete. In July the first train arrives and begins to be tested in August with...","We finished the tour of the Mayan train by crossing the legendary terminus lagoon, a haven for pirates from the past","We finished the tour of supervision of the Mayan train crossing the legendary lagoon of terms, refuge of pirates of those before. a good news: the stretch campeche-merida-cancun takes 80 percent advance. in July arrives the first train and begins to be tried in August with...",2023-05-21 22:07:45+00:00,es
1660009467088605185,"Estamos realizando por primera vez la evaluación del tramo 5 del Tren Maya en donde se construye el Aeropuerto de Tulum, Felipe Carrillo Puerto, una nueva maravilla de la ingeniería civil-militar y del trabajo de los excepcionales obreros mexicanos. En diciembre será posible… https://t.co/GKhe7WaBiD https://t.co/4mewueD6t3","estamos realizando por primera vez la evaluacion del tramo 5 del tren maya en donde se construye el aeropuerto de tulum, felipe carrillo puerto, una nueva maravilla de la ingenieria civil-militar y del trabajo de los excepcionales obreros mexicanos. en diciembre sera posible...","We are carrying out for the first time the evaluation of section 5 of the Mayan train where the Tulum airport, Felipe Carrillo Puerto, is being built, a new marvel of civil-military engineering and the work of exceptional Mexican workers. in december it will be possible...","We are carrying out for the first time the evaluation of section 5 of the Mayan Train where the airport of Tulum, Felipe Carrillo Puerto is built, a new wonder of civil-military engineering and the work of exceptional Mexican workers. In December it will be possible...","We are for the first time conducting the assessment of the 5th leg of the Mayan train where the Tulum airport, Felipe","We are conducting for the first time the evaluation of section 5 of the Mayan train where the airport of tulum, felipe lanelo port is built, a new wonder of the civil-military engineering and the work of the exceptional Mexican workers. in December it will be possible...",2023-05-20 19:47:53+00:00,es
1659547852782309376,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/5VzaXLPDwS","conferencia de prensa matutina, desde palacio nacional","morning press conference, from the national palace","Morning press conference, from the National Palace","Morning press conference, from the national palace","morning press conference, from National Palace",2023-05-19 13:13:35+00:00,es
1659183903855484930,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/kjCGn7yifW","conferencia de prensa matutina, desde palacio nacional","morning press conference, from the national palace","Morning press conference, from the National Palace","Morning press conference, from the national palace","morning press conference, from National Palace",2023-05-18 13:07:23+00:00,es
1658823524482695168,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/o78XY13jLj","conferencia de prensa matutina, desde palacio nacional","morning press conference, from the national palace","Morning press conference, from the National Palace","Morning press conference, from the national palace","morning press conference, from National Palace",2023-05-17 13:15:22+00:00,es
1658459570568855552,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/V6w0ofDctJ","conferencia de prensa matutina, desde palacio nacional","morning press conference, from the national palace","Morning press conference, from the National Palace","Morning press conference, from the national palace","morning press conference, from National Palace",2023-05-16 13:09:08+00:00,es
1658097227208998912,"Día de la Maestra y el Maestro, desde Palacio Nacional https://t.co/x8dioNdnP0","dia de la maestra y el maestro, desde palacio nacional","day of the teacher and the teacher, from the national palace","Day of the Teacher and the Teacher, from the National Palace","Teacher's Day, from the National Palace","the day of the teacher and the master, from the national palace",2023-05-15 13:09:19+00:00,es
1657869622899785728,"Ayer y hoy recorrimos aduanas en Matamoros, Reynosa y Nuevo Laredo. Se rehabilitan 15 instalaciones; se han adquirido equipos de vigilancia (rayos X); se construye la oficina nacional de aduanas y un cuartel. Todo ello, con inversión cercana a 10 mil millones de pesos para hacer… https://t.co/NqRMg3mgyd https://t.co/JInJv9XRfm","ayer y hoy recorrimos aduanas en matamoros, reynosa y nuevo laredo. se rehabilitan 15 instalaciones; se han adquirido equipos de vigilancia (rayos x); se construye la oficina nacional de aduanas y un cuartel. todo ello, con inversion cercana a 10 mil millones de pesos para hacer...","Yesterday and today we went through customs in Matamoros, Reynosa and Nuevo Laredo. 15 facilities are rehabilitated; surveillance equipment (x-rays) has been purchased; the national customs office and a barracks are built. All this, with an investment close to 10 billion pesos to make...","Yesterday and today we toured customs in Matamoros, Reynosa and Nuevo Laredo. 15 facilities are rehabilitated; surveillance equipment (X-rays) has been purchased; The National Customs Office and a barracks are built. All this, with an investment close to 10 billion pesos to make...","We have been touring customs in Matamoros, Reynosa and New Laredo yesterday and today. 15 facilities have been rehabilitated;","yesterday and today we traveled customs in matamoros, Reynosa and new laredo. 15 facilities are rehabilitated; surveillance equipment have been acquired (rays x); the national customs office and a barracks are built. all this, with investment close to 10 billion pesos to make...",2023-05-14 22:04:54+00:00,es
1657481766905737216,"Ayer, además de la reunión de evaluación en la refinería de Tula, también pasamos a Salamanca y hoy hicimos lo mismo en Cadereyta. El plan es seguir invirtiendo en modernizarlas para producir toda la gasolina y el diésel en el país. ¡La soberanía energética va! https://t.co/0z4BvRO7ws","ayer, ademas de la reunion de evaluacion en la refineria de tula, tambien pasamos a salamanca y hoy hicimos lo mismo en cadereyta. el plan es seguir invirtiendo en modernizarlas para producir toda la gasolina y el diesel en el pais. !la soberania energetica va!","yesterday, in addition to the evaluation meeting at the tula refinery, we also went to salamanca and today we did the same in cadereyta. The plan is to continue investing in modernizing them to produce all the gasoline and diesel in the country. The energy sovereignty goes!","Yesterday, in addition to the evaluation meeting at the Tula refinery, we also went to Salamanca and today we did the same in Cadereyta. The plan is to continue investing in modernizing them to produce all gasoline and diesel in the country. Energy sovereignty goes!","Yesterday, in addition to the evaluation meeting at the Tula refinery, we also moved to Salamanca and today we did the","yesterday, in addition to the evaluation meeting in tula refining, we also went to salamanca and today we did the same in cadereyta. the plan is to continue investing in modernizing them to produce all the gasoline and diesel in the country. energy sovereignty goes!",2023-05-13 20:23:42+00:00,es
1657167200434913280,"Estuvimos en la refinería de Tula, a la cual se le construye una planta coquizadora que procesará combustóleo para producir más gasolinas con menos contaminación. En total invertimos 60 mil millones de pesos. Participan en la obra 9 mil trabajadores. https://t.co/rbzoBkKl9p","estuvimos en la refineria de tula, a la cual se le construye una planta coquizadora que procesara combustoleo para producir mas gasolinas con menos contaminacion. en total invertimos 60 mil millones de pesos. participan en la obra 9 mil trabajadores.","We were at the Tula refinery, which is building a coking plant that will process fuel oil to produce more gasoline with less pollution. In total we invested 60 billion pesos. 9 thousand workers participate in the work.","We were in the Tula refinery, which is building a coking plant that would process fuel oil to produce more gasoline with less pollution. In total we invested 60 billion pesos. 9 thousand workers participate in the work.","We were at the Tula refinery, which is building a cooking plant that processes fuel to produce more gasoline with less pollution.","We were in the tula refinery, which was built a coquizadora plant that processed combustoleo to produce more gasolines with less pollution.In total we invested 60 billion pesos. participate in the work 9,000 workers.",2023-05-12 23:33:43+00:00,es
1657008546792505352,Lo fundamental es lo cualitativo: la distribución equitativa del ingreso y de la riqueza. Conferencia matutina https://t.co/Tj9Rs1FB73,lo fundamental es lo cualitativo: la distribucion equitativa del ingreso y de la riqueza. conferencia matutina,what is fundamental is the qualitative: the equitable distribution of income and wealth. morning conference,The fundamental thing is the qualitative: the equitable distribution of income and wealth. Morning Conference,The key is the qualitative: the equitable distribution of income and wealth.,the fundamental is the qualitative: the equitable distribution of income and wealth.,2023-05-12 13:03:17+00:00,es
1656651133111373824,Queremos llevar a la práctica una auténtica cooperación para el desarrollo en beneficio de nuestros pueblos. Conferencia matutina https://t.co/djKifLUH4F,queremos llevar a la practica una autentica cooperacion para el desarrollo en beneficio de nuestros pueblos. conferencia matutina,We want to put authentic development cooperation into practice for the benefit of our peoples. morning conference,We want to put into practice a genuine cooperation for development for the benefit of our peoples. Morning Conference,We want to put into practice genuine development cooperation for the benefit of our peoples.,We want to put into practice a genuine cooperation for development for the benefit of our peoples.,2023-05-11 13:23:03+00:00,es
1656285646384955393,Felicitamos sincera y cariñosamente a las madres que están entre nosotros; recordaremos eternamente a las que se nos adelantaron. Conferencia matutina https://t.co/rfobOroE2a,felicitamos sincera y carinosamente a las madres que estan entre nosotros; recordaremos eternamente a las que se nos adelantaron. conferencia matutina,We sincerely and affectionately congratulate the mothers who are among us; We will forever remember those who came before us. morning conference,We sincerely and carinously congratulate the mothers who are among us; We will eternally remember those who went ahead of us. Morning Conference,We congratulate the mothers who are among us with a sincere and loving heart; we will forever remember those who have gone before,We sincerely and affectionately congratulate the mothers who are among us; we will forever remember those who preceded us.,2023-05-10 13:10:45+00:00,es
1656005462603763712,"Conversamos alrededor de una hora con el presidente Biden. Reafirmamos el compromiso de seguir trabajando juntos en temas como la migración con dimensión humanista, el tráfico de drogas y armas y, sobre todo, en cooperación para el bienestar de los pueblos más pobres de nuestro… https://t.co/XmewkiLgwn https://t.co/oVbyJY06wJ","conversamos alrededor de una hora con el presidente biden. reafirmamos el compromiso de seguir trabajando juntos en temas como la migracion con dimension humanista, el trafico de drogas y armas y, sobre todo, en cooperacion para el bienestar de los pueblos mas pobres de nuestro...","we talked for about an hour with president biden. We reaffirm our commitment to continue working together on issues such as migration with a humanist dimension, drug and arms trafficking and, above all, in cooperation for the well-being of the poorest peoples of our...","We talked for about an hour with President Biden. We reaffirm the commitment to continue working together on issues such as migration with a humanist dimension, drug and arms trafficking and, above all, in cooperation for the welfare of the poorest peoples of our country.",We spoke for about an hour with President Biden. We reaffirmed our commitment to continue working together on issues such as migration with a,"We talked about an hour with the president biden. We reaffirm the commitment to continue working together on issues such as migration with humanist dimension, trafficking of drugs and weapons and, above all, in cooperation for the well-being of the poorest peoples of our...",2023-05-09 18:37:24+00:00,es
1655925858136379392,El objetivo de la Cuarta Transformación es garantizar acceso universal y gratuito al sistema de salud. Conferencia matutina https://t.co/D2EVSoSnvB,el objetivo de la cuarta transformacion es garantizar acceso universal y gratuito al sistema de salud. conferencia matutina,The objective of the fourth transformation is to guarantee universal and free access to the health system. morning conference,The objective of the Fourth Transformation is to guarantee universal and free access to the health system. Morning Conference,The fourth transformation aims to ensure universal and free access to the health system.,the objective of the fourth transformation is to guarantee universal and free access to the health system.,2023-05-09 13:21:04+00:00,es
1655562927490080769,"Nuestro objetivo con el Tren Maya es hacer crecer el sureste, que haya desarrollo y bienestar en la región. Conferencia matutina https://t.co/ezyKfsmAWE","nuestro objetivo con el tren maya es hacer crecer el sureste, que haya desarrollo y bienestar en la region. conferencia matutina","Our objective with the Mayan train is to make the southeast grow, so that there is development and well-being in the region. morning conference","Our goal with the Mayan Train is to make the Southeast grow, that there is development and well-being in the region. Morning Conference","Our goal with the Mayan train is to grow the Southeast, that there is development and well-being in the region.","our goal with the Mayan train is to grow the southeast, that there is development and well-being in the region.",2023-05-08 13:18:55+00:00,es
1655362366945607682,"Hoy llevamos a cabo dos reuniones de evaluación y sobrevolamos el tramo del Tren Maya de Mérida-Campeche-Escárcega, así como la estación, el hotel y la zona arqueológica de Edzná, una joya.

""¿A dónde lo vas a agarrar, primo hermano?"". https://t.co/nwlUoxHw2d","hoy llevamos a cabo dos reuniones de evaluacion y sobrevolamos el tramo del tren maya de merida-campeche-escarcega, asi como la estacion, el hotel y la zona arqueologica de edzna, una joya.
""?a donde lo vas a agarrar, primo hermano?"".","today we held two evaluation meetings and flew over the section of the mayan train from merida-campeche-escarcega, as well as the station, the hotel and the archaeological zone of edzna, a jewel. ""Where are you going to grab it, cousin brother?""","Today we held two evaluation meetings and flew over the stretch of the Mayan train of Merida-Campeche-Escarcega, as well as the station, the hotel and the archaeological zone of Edzna, a jewel.
""Where are you going to grab him, first cousin?""",Today we held two evaluation meetings and flew over the stretch of the Mayan train from Merida-Campeche-Es,"Today we hold two evaluation meetings and fly over the stretch of the Mayan train of merida-campeche-escarcega, as well as the station, the hotel and the archaeological area of edzna, a jewel. ""Where are you going to take it, cousin brother?""",2023-05-08 00:01:58+00:00,es
1655019496007147520,"Ayer en la mañana estuvimos en la conmemoración de la Batalla de Puebla. Por la tarde, en Chetumal, evaluamos los tramos 1, 6 y 7 del Tren Maya. Hoy sobrevolamos el trayecto Chetumal-Tulum-Cancún-Mérida y tuvimos dos reuniones para constatar avances en el aeropuerto de Tulum y en… https://t.co/Bbk1X6Jmh0 https://t.co/C0vSSQ10AQ","ayer en la manana estuvimos en la conmemoracion de la batalla de puebla. por la tarde, en chetumal, evaluamos los tramos 1, 6 y 7 del tren maya. hoy sobrevolamos el trayecto chetumal-tulum-cancun-merida y tuvimos dos reuniones para constatar avances en el aeropuerto de tulum y en...","Yesterday morning we were at the commemoration of the battle of Puebla. in the afternoon, in chetumal, we evaluated sections 1, 6 and 7 of the mayan train. Today we flew over the chetumal-tulum-cancun-merida route and we had two meetings to verify progress at the tulum airport and in...","Yesterday morning we were at the commemoration of the Battle of Puebla. In the afternoon, in Chetumal, we evaluate sections 1, 6 and 7 of the Mayan Train. Today we flew over the Chetumal-Tulum-Cancun-Merida route and had two meetings to verify progress at the Tulum airport and...","Yesterday in Mana we were at the commemoration of the Battle of Puebla. In the afternoon, in Chetumal, we","Yesterday in the morning we were in the commemoration of the battle of the village. in the afternoon, in chetumal, we evaluated the sections 1, 6 and 7 of the Mayan train. today we fly the route chetumal-tulum-cancun-merida and we had two meetings to observe advances in the airport of tulum and in...",2023-05-07 01:19:31+00:00,es
1654527852828852224,161 Aniversario de la Batalla de Puebla https://t.co/CdB7t4lio1,161 aniversario de la batalla de puebla,161 anniversary of the battle of Puebla,161st Anniversary of the Battle of Puebla,161th anniversary of the Battle of the Bulge,161th Anniversary of the Battle of the People,2023-05-05 16:45:54+00:00,es
1654470855588720642,"Conferencia de prensa matutina, desde Puebla https://t.co/zLpoCbkad0","conferencia de prensa matutina, desde puebla","morning press conference, from Puebla","Morning press conference, from Puebla",Morning press conference from the village,"morning press conference, from the village",2023-05-05 12:59:25+00:00,es
1654112560541749256,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/CHKLn3fDWX","conferencia de prensa matutina, desde palacio nacional","morning press conference, from the national palace","Morning press conference, from the National Palace","Morning press conference, from the national palace","morning press conference, from National Palace",2023-05-04 13:15:41+00:00,es
1653752537110183942,"Conferencia de prensa matutina, desde Palacio Nacional https://t.co/AJ7xEistXh","conferencia de prensa matutina, desde palacio nacional","morning press conference, from the national palace","Morning press conference, from the National Palace","Morning press conference, from the national palace","morning press conference, from National Palace",2023-05-03 13:25:04+00:00,es
