Tweet ID,Original Tweet,Preprocessed,Reference Translation: Google Translation,Reference Translation: Microsoft Translation,Translated Tweet: M2M-100 model,Translated Tweet: MarianMT model,Created At,Language
1612564248709701633,"Gareth, ha sido un placer compartir tantos momentos contigo... Dejas atrás muchos títulos, goles y alegrías. Te deseo lo mejor en esta nueva etapa, @GarethBale11 🚂🏴󠁧󠁢󠁷󠁬󠁳󠁿 https://t.co/xsOPQWKcPk","gareth, ha sido un placer compartir tantos momentos contigo... dejas atras muchos titulos, goles y alegrias. te deseo lo mejor en esta nueva etapa, garethbale11","Gareth, it has been a pleasure to share so many moments with you... you leave behind many titles, goals and joys. I wish you the best in this new stage, garethbale11","Gareth, it has been a pleasure to share so many moments with you... You leave behind many titles, goals and joys. I wish you the best in this new stage, GarethBale11","Gareth, it's been a pleasure to share so many moments with you... you leave behind so many titles, goals and joys.","gareth, it has been a pleasure to share so many moments with you... you leave behind many titles, goals and joys. I wish you the best in this new stage, garethbale11",2023-01-09 21:37:31+00:00,es
1611508852402589696,"✅ On to the next round.
#CoupeDeFrance https://t.co/Ms4xkUm7pG","on to the next round.
coupedefrance","on to the next round.
coupedefrance","on to the next round.
coupedefrance",on to the next round. coupedefrance,on to the next round. coupedefrance,2023-01-06 23:43:45+00:00,es
1608546487566204928,"Hablar de leyenda o de figura histórica se queda corto. Simplemente, se nos ha ido #ORei. El fútbol te recordará siempre. Descansa en paz, Pelé.
To say he was a legend is an understatement. #ORei is gone. Football will always remember you. Rest in peace, Pelé. https://t.co/0Wc0bEjScv","hablar de leyenda o de figura historica se queda corto. simplemente, se nos ha ido orei. el futbol te recordara siempre. descansa en paz, pele.
to say he was a legend is an understatement. orei is gone. football will always remember you. rest in peace, pele.","Talking about a legend or a historical figure falls short. simply, we have gone orei. football will always remember you. rest in peace, pele. to say he was a legend is an understatement. orei is gone. football will always remember you. rest in peace, pele.","Talking about legend or historical figure falls short. Orei is simply gone. Football will always remember you. Rest in peace, Pele.
to say he was a legend is an understatement. Orei is gone. Football will always remember you. Rest in peace, pele.","To say he was a legend is an understatement. orei is gone. football will always remember you. rest in peace, pele.","to say he was a legend is an understanding. orei is gone. football will always remember you. rest in peace, fight. rest in peace, fight. fight.",2022-12-29 19:32:22+00:00,es
1608232699336232960,"La mejor forma de volver a la #Ligue1: victoria en casa.
The best way to return to #Ligue1: a home win. 
La meilleure façon de reprendre la #Ligue1 : victoire devant nos supporters.
#AllezParis 🔴🔵 https://t.co/GZ56vA8PbI","la mejor forma de volver a la ligue1: victoria en casa.
the best way to return to ligue1: a home win.
la meilleure facon de reprendre la ligue1 : victoire devant nos supporters.
allezparis",the best form of volver a la ligue1: victoria en casa. the best way to return to league1: a home win. the best way to resume league1: victory in front of our supporters. go Paris,"The best way to return to Ligue1: victory at home.
The best way to return to Ligue1: a home win.
La meilleure facon de reprendre la ligue1 : Victoire devant nos supporters.
Allezparis",The best way to return to league1: victory at home. the best way to return to league1: a home win. the best way to reprimand league1: victoire devant nos supporters. allezparis,the best way to return to the league1: victory at home. the best way to return to link1: a home win. la meilleure facon de reprendre la ligue1 : victoire devant nos supporters. allezparis,2022-12-28 22:45:29+00:00,es
1594242602294984704,¡Es el #DíaMundialdelaInfancia! Y por eso hoy el protagonismo en nuestras redes lo tienen los niños y niñas. Me uno a nuestros amigos de @unicef_es cambiando mi avatar para que sus voces lleguen lo más lejos posible con esta representación del mundo que ven y sienten 💙 https://t.co/ouhdeN36H9,!es el diamundialdelainfancia! y por eso hoy el protagonismo en nuestras redes lo tienen los ninos y ninas. me uno a nuestros amigos de unicef_es cambiando mi avatar para que sus voces lleguen lo mas lejos posible con esta representacion del mundo que ven y sienten,It's the world children's day! and that is why today the leading role in our networks is held by boys and girls. I join our friends from unicef_es changing my avatar so that their voices reach as far as possible with this representation of the world that they see and feel,It's World Children's Day! And that is why today the protagonist in our networks is the children. I join our friends from unicef_es changing my avatar so that their voices reach as far as possible with this representation of the world they see and feel.,And that's why today the main role in our networks is played by the boys and girls. I join our friends at UNICEF changing my avatar so that their voices get as far as possible with this representation of the world they see and feel.,It's the world day of childhood! and that's why today the children have the role in our networks. I join our friends of unicef_is changing my avatar so that their voices reach as far as possible with this representation of the world they see and feel,2022-11-20 08:13:50+00:00,es
1593320855651729412,"Thank you all. 😍
@Globe_Soccer “Best defender of all time” award https://t.co/TSENR5ImdY","thank you all.
globe_soccer ""best defender of all time"" award","thank you all.
globe_soccer ""best defender of all time"" award","thank you all.
globe_soccer ""Best Defender of All Time"" Award","Thank you all. globe_soccer ""best defender of all time"" award","thank you all. globe_soccer ""best defend of all time"" award",2022-11-17 19:11:09+00:00,es
1592439056805539841,"On #WorldChildrensDay, and always, there can only be one team without discrimination and with every opportunity for every 👶. Best team with @UNICEF","on worldchildrensday, and always, there can only be one team without discrimination and with every opportunity for every . best team with unicef","on worldchildrensday, and always, there can only be one team without discrimination and with every opportunity for every . best team with unicef","on worldchildrensday, and always, there can only be one team without discrimination and with every opportunity for every . Best team with UNICEF","On worldchildrensday, and always, there can only be one team without discrimination and with every opportunity for every.","on worldchildrensday, and always, there can only be one team without discrimination and with every opportunity for every. best team with unityf",2022-11-15 08:47:11+00:00,es
1592438689690312709,"En el #DíaMundialdelaInfancia, y siempre, solo puede haber 1 equipo sin discriminación y con oportunidades para cada 👶. Súmate al equipo con @unicef_es @UNICEF https://t.co/dsqqA2iY3r","en el diamundialdelainfancia, y siempre, solo puede haber 1 equipo sin discriminacion y con oportunidades para cada . sumate al equipo con unicef_es unicef","On the world childhood day, and always, there can only be 1 team without discrimination and with opportunities for each. join the team with unicef_es unicef","On World Children's Day, and always, there can only be 1 team without discrimination and with opportunities for each . Join the team with unicef_es UNICEF","In the world of childhood, and always, there can only be one team without discrimination and with opportunities for each.","In the world of childhood, and always, there can only be 1 team without discrimination and with opportunities for each. join the team with unicef_is unicef",2022-11-15 08:45:44+00:00,es
1591824046475599872,"Buena victoria antes del parón.
Good win before the break. 
Bonne victoire avant l’arrêt. 
Merci pour votre soutien , #ParcDesPrinces 🙌
#IciCestParis 🔴🔵 https://t.co/3pRnDTQmgk","buena victoria antes del paron.
good win before the break.
bonne victoire avant l'arret.
merci pour votre soutien , parcdesprinces
icicestparis","buena victoria antes del paron. good win before the break. good victory before the stoppage. thank you for your support, parcdesprinces icicestparis","Good win before the break.
good win before the break.
Bonne Victoire avant l'arret.
merci pour votre soutien , parcdesprinces
icicestparis",Good win before the break. Good victory before the break.,"good win before the break. bonne victoire avant l'arret. merci pour votre soutien, parcdesprinces icicestparis",2022-11-13 16:03:21+00:00,es
1589281562083794944,"➕3️⃣
Victoria importante fuera de casa.
An important away win. 
Victoire importante à l'extérieur.
#AllezParis 🔴🔵 https://t.co/6qVe2kL6T4","3
victoria importante fuera de casa.
an important away win.
victoire importante a l'exterieur.
allezparis",3 important away win. an important away win. victoire importante a l'exterieur. allezparis,"3
Important victory away from home.
an important away win.
victoire important to l'exterieur.
Allezparis",3 important away win. an important away win. important victory to the outside. allezparis,3 major victory away from home. an important away win. important victoire to l'exterieur. allezparis,2022-11-06 15:40:26+00:00,es
1588271760440496129,"Geri, te lo digo en andaluz: ¡que te quiten ‘lo bailao’, crack! 😉 ¡Disfruta de la vida! https://t.co/Qt0MSTPj73","geri, te lo digo en andaluz: !que te quiten 'lo bailao', crack! !disfruta de la vida!","geri, I'm telling you in Andalusian: let them take away the 'bailao' from you, crack! !enjoy life!","Geri, I tell you in Andalusian: !that they take away 'lo bailao', crack!","Geri, I tell you in Andalusian: get rid of 'the dance', crack! Enjoy life!","Geri, I'm telling you in Andalusia: take away 'the dance', crack! Enjoy life!",2022-11-03 20:47:51+00:00,es
1587938421980663809,"Satisfied with the victory in Turin, even though we couldn't win first place.
#UCL, see you in February!
#AllezParis 🔴🔵","satisfied with the victory in turin, even though we couldn't win first place.
ucl, see you in february!
allezparis","satisfied with the victory in turin, even though we couldn't win first place.
ucl, see you in february!
allezparis","satisfied with the victory in turin, even though we couldn't win first place.
UCL, see you in February!
Allezparis","satisfied with the victory in Turin, even though we couldn't win first place. ucl, see you in February! allezparis","satisfied with the victory in turin, even though we could't win first place. ucl, see you in February! allezparis",2022-11-02 22:43:16+00:00,es
1587938305924292608,"Satisfacción por la victoria en Turín, aunque no hayamos podido lograr el primer puesto.
¡#championsleague, nos vemos en febrero!

Satisfait de la victoire à Turin, même si nous n'avons pas pu assurer la première place. 
#UCL, rendez-vous en février !
#AllezParis 🔴🔵 https://t.co/2ilUTpSn5b","satisfaccion por la victoria en turin, aunque no hayamos podido lograr el primer puesto.
!championsleague, nos vemos en febrero!
satisfait de la victoire a turin, meme si nous n'avons pas pu assurer la premiere place.
ucl, rendez-vous en fevrier !
allezparis","Satisfaction for the victory in Turin, even though we couldn't get first place. Champions League, see you in February! Satisfait de la victoire a turin, meme si nous n'avons pas pu assurer la premiere place. ucl, rendezvous in fevrier! allezparis","Satisfaction for the victory in Turin, even if we could not achieve the first place.
Championsleague, see you in February!
Satisfait de la victoire a turin, meme si nous n'avons pas pu assurer la premiere place.
UCL, Rendez-vous en fevrier !
Allezparis","I am very pleased with the victory in Turin, although we have not been able to secure the first place.","Satisfaction for the victory in turin, although we have not been able to achieve the first place. Championsleague, see you in February! Satisfaction from the victoire to turin, meme si nous n'avons pas passurer la premiere place. ucl, rendez-vous en fevrier! allezparis",2022-11-02 22:42:49+00:00,es
1586441329516871680,"+3️⃣ Otra victoria importante en casa 💪
+3️⃣ Another important win at home. 💪
+3️⃣ Une autre victoire importante à domicile. 💪
#AllezParis https://t.co/xkTD8LYgSc","+3 otra victoria importante en casa
+3 another important win at home.
+3 une autre victoire importante a domicile.
allezparis",+3 otra victoria important en casa +3 another important win at home. +3 another important win at home. go Paris,"+3 Another important win at home
+3 another important win at home.
+3 une autre victoire importante a domicile.
Allezparis",+3 another important win at home +3 another important win at home. +3 another important victory at home. allezparis,+3 another important home victory +3 another important win at home. +3 une autorre victoire important a domicile. allezparis,2022-10-29 19:34:22+00:00,es
1585019510217924608,"¡Clasificados! Ahora, a por el primer puesto.
Qualified! Now, let's go for the first place. 
Qualifiés ! Maintenant c’est l’heure de lutter pour la première place.
#AllezParis 🔴🔵 https://t.co/bSGQ2w3Sd1","!clasificados! ahora, a por el primer puesto.
qualified! now, let's go for the first place.
qualifies ! maintenant c'est l'heure de lutter pour la premiere place.
allezparis","!classified! ahora, a por el primer puesto. qualified! now, let's go for the first place. qualify! now it's time to fight for the first place. go Paris","!Classified! Now, for the first place.
qualified! now, let's go for the first place.
qualifies ! maintenant c'est l'heure de lutter pour la premiere place.
Allezparis",Now it's time to fight for the first place.,"Now, let's go for the first place. qualifies! maintenant c'est l'heure de lutter pour la premiere place. allezparis",2022-10-25 21:24:34+00:00,es
1582128861407776770,"Por fin se reconoce tu magia ⭐ ¡Enhorabuena, @Benzema!
Feliz por ti, hermano. Te lo mereces 👏🏻
#BallonDor https://t.co/ehrTGJKc3Q","por fin se reconoce tu magia !enhorabuena, benzema!
feliz por ti, hermano. te lo mereces
ballondor","your magic is finally recognized! congratulations, benzema! happy for you brother you deserve it balloon","Your magic is finally recognized!congratulations, Benzema!
Happy for you, brother. you deserve it
ballondor","Your magic is finally recognized. Congratulations, benzema. Happy for you, brother. You deserve it.","Finally your magic is recognized! Congratulations, Benzema! happy for you, brother. You deserve it ballondor",2022-10-17 21:58:09+00:00,es
1581747413089284096,"Victoria importante en casa. ¡Grande, equipo!
Important win at home. Well done, team!
Une victoire importante à domicile, bravo à l’équipe !
#IciCestParis 🔴🔵 @PSG_inside https://t.co/9CI8bgMdXu","victoria importante en casa. !grande, equipo!
important win at home. well done, team!
une victoire importante a domicile, bravo a l'equipe !
icicestparis psg_inside","important victoria in casa. !large, equipped! important win at home. well done, team! an important victory at home, congratulations to the team! icicestparis psg_inside","Important victory at home. Great, team!
important win at home. well done, team!
Une victoire importante a domicile, bravo a l'equipe !
icicestparis psg_inside","Big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team, big team,","big, team! important win at home. well done, team! une victoire important a domicile, bravo a l'equipe! cicestparis psg_inside",2022-10-16 20:42:25+00:00,es
1579954235151900672,"Estamos juntos, estamos fuertes. ¡Seguimos!
Together &amp; strong. Onwards!
#AllezParis 🔴🔵 https://t.co/mgFD0dorGX","estamos juntos, estamos fuertes. !seguimos!
together & strong. onwards!
allezparis","We are together, we are strong. !continue! together &amp; strong. onwards! allezparis","We are together, we are strong. !We!
Together & Strong. onwards!
Allezparis","We are together, we are strong.!we go on! together & strong. onwards! allezparis","we're together, we're strong. we're going! together & strong. upwards! allezparis",2022-10-11 21:56:58+00:00,es
1577782399936696320,"Queríamos la victoria, pero nos vamos con un valioso empate fuera de casa.
On voulait la victoire, mais on repart avec un précieux match nul à l’extérieur.
We wanted the win, but it’s a valuable draw away from home. 
🔜 at the Parc des Princes.
#AllezParis https://t.co/UkSlUeExAA","queriamos la victoria, pero nos vamos con un valioso empate fuera de casa.
on voulait la victoire, mais on repart avec un precieux match nul a l'exterieur.
we wanted the win, but it's a valuable draw away from home.
at the parc des princes.
allezparis","queriamos la victoria, pero nos vamos con un valioso empate fuera de casa. we wanted the victory, but we leave with a precious draw away from home. we wanted the win, but it's a valuable draw away from home. at the princes park. go Paris","We wanted the win, but we leave with a valuable draw away from home.
On voulait la victoire, mais on repart avec un precieux match nul a l'exterieur.
we wanted the win, but it's a valuable draw away from home.
at the parc des princes.
Allezparis","We wanted the win, but it's a valuable draw away from home.","We wanted the victory, but we left with a valuable tie out of the house. on voulait la victoire, mais on part avec un precieux match null a l'exterieur. we wanted the win, but it's a valuable draw away from home. at the parc des princesses. allezparis",2022-10-05 22:06:52+00:00,es
1577187796350967808,"Descanse en paz. ‘El loco de la colina’ que reinventó la forma de hacer entrevistas, dando espacio a las palabras y a los silencios. Gracias, maestro #JesúsQuintero. 🙏 https://t.co/bK8HJjXc9z","descanse en paz. 'el loco de la colina' que reinvento la forma de hacer entrevistas, dando espacio a las palabras y a los silencios. gracias, maestro jesusquintero.","rest in peace. 'the madman on the hill' who reinvented the way of conducting interviews, giving space to words and silences. Thank you, Master Jesus Quintero.","Rest in peace. 'El loco de la colina' that reinvented the way of doing interviews, giving space to words and silences. Thank you, Master Jesusquintero.","Rest in peace. 'The Madman of the Hill' who reinvents the way to do interviews, giving room to words and silences.","rest in peace. 'the madman of the hill' who reinvents the way of doing interviews, giving space to words and silences. thank you, master jesusquintero.",2022-10-04 06:44:08+00:00,es
1576478442547458048,🇮🇩 Heartbreaking. Our thoughts are with the victims and their families. 🙏 #Indonesia ❤️,heartbreaking. our thoughts are with the victims and their families. indonesia,heartbreaking. our thoughts are with the victims and their families. indonesia,heartbreaking. our thoughts are with the victims and their families. Indonesia,Our thoughts are with the victims and their families.,heartbreaking. our thoughts are with the victims and their families. Indonesia,2022-10-02 07:45:24+00:00,es
1576322867129483264,"🔝 Quinta victoria seguida en #Ligue1. // Fifth win in a row in Ligue 1. // Cinquième victoire consécutive en Ligue 1.
🔛 @ChampionsLeague mode. 
#AllezParis 🔴🔵 https://t.co/hW75Ug3ALA","quinta victoria seguida en ligue1. // fifth win in a row in ligue 1. // cinquieme victoire consecutive en ligue 1.
championsleague mode.
allezparis",quinta victoria seguida in league 1. // fifth win in a row in league 1. // fifth consecutive victory in league 1. championsleague mode. go Paris,"Fifth win in a row in Ligue1. fifth win in a row in ligue 1. Cinquieme victoire consecutive in Ligue 1.
Champions League mode.
Allezparis",Fifth win in a row in league 1. // Fifth consecutive win in league 1. championsleague mode. allezparis,fifth victory followed in league1. // fifth win in a row in league 1. // cinquieme victoire consecutive en ligue 1. championsleague mode. allezparis,2022-10-01 21:27:12+00:00,es
1570176723391774720,"6/6 👌 Victoria muy peleada hoy.
6/6 👌 A hard-fought win today. 
6/6 👌 Une victoire difficile à obtenir aujourd'hui. https://t.co/UlILDPZzLJ","6/6 victoria muy peleada hoy.
6/6 a hard-fought win today.
6/6 une victoire difficile a obtenir aujourd'hui.",6/6 victoria muy peleada hoy. 6/6 a hard-fought win today. 6/6 a hard win to get today.,"6/6 victory very fought today.
6/6 a hard-fought win today.
6/6 une victoire difficile a obtenir aujourd'hui.",6/6 a hard-fought win today 6/6 a difficult victory to get today,6/6 victory very fought today. 6/6 a hard-fought win today. 6/6 une victoire difficult to obtain aujourd'hui.,2022-09-14 22:24:37+00:00,es
1568658390963949569,➕3️⃣ #IciCestParis 🔴🔵 https://t.co/NHdb6EYZ3C,3 icicestparis,3 ice creams,3 icicestparis,3 icecestparis,3 icicestparis,2022-09-10 17:51:19+00:00,es
1567273832993505283,"Gran victoria de EQUIPO para empezar la Champions League. Increíble el ambiente. 🙌
Great TEAM win to start the #UCL. Amazing atmosphere. 🙌
Belle victoire d’ÉQUIPE pour commencer la @ChampionsLeague. Incroyable ambiance. 🙌
#IciCestParis 🔴🔵 https://t.co/kUutXxUT2a","gran victoria de equipo para empezar la champions league. increible el ambiente.
great team win to start the ucl. amazing atmosphere.
belle victoire d'equipe pour commencer la championsleague. incroyable ambiance.
icicestparis",gran victoria de equipo para empezar the champions league. increible el ambiente. great team win to start the ucl. amazing atmosphere. great team victory to start the championsleague. amazing atmosphere. icicestparis,"Great team victory to start the Champions League. Incredible atmosphere.
Great Team Win to Start the UCL. amazing atmosphere.
Belle Victoire d'Equipe pour commencer la Championsleague. Incroyable ambiance.
icicestparis",Great team win to start the UCL amazing atmosphere.,great team victory to start the champions league. incredible atmosphere. great team win to start the ucl. amazing atmosphere. belle victoire d'equipe pour commencer la championsleague. incroyable ambiance. icicestparis,2022-09-06 22:09:34+00:00,es
1566192707516731394,"➕3️⃣ y desde ya pensando en la Champions League.
➕3️⃣ and already thinking about the #UCL. 
➕3️⃣ et on pense déjà à la @ChampionsLeague. 
#AllezParis https://t.co/q9R60k2bXw","3 y desde ya pensando en la champions league.
3 and already thinking about the ucl.
3 et on pense deja a la championsleague.
allezparis",3 and already thinking about the champions league. 3 and already thinking about the ucl. 3 et on thought leaves the champions league. allezparis,"3 and already thinking about the Champions League.
3 and already thinking about the ucl.
3 et on pense leaves the Champions League.
Allezparis",3 and already thinking about the UCL 3 et on pense lets the champions league go. allezparis,3 and already thinking about the ucl. 3 et on thought leaves to the championsleague. allezparis,2022-09-03 22:33:34+00:00,es
1565106242053443591,"Vuelta a la victoria y a la portería a cero.
Back to winning ways and a clean sheet. 
Retour à la victoire et sans but encaissé. 
#AllezParis https://t.co/COZVyEk2tt","vuelta a la victoria y a la porteria a cero.
back to winning ways and a clean sheet.
retour a la victoire et sans but encaisse.
allezparis",vuelta a la victoria y a la porteria a cero. back to winning ways and a clean sheet. return to victory and scoreless cash. go Paris,"Return to victory and a clean sheet.
back to winning ways and a clean sheet.
Tour to the victoire et sans but encaisse.
Allezparis",Back to winning ways and a clean sheet.,back to winning ways and a clean sheet. retour a la victoire et sans but encaisse. allezparis,2022-08-31 22:36:21+00:00,es
1564021382001958914,"We fought for the victory until the end, but today it wasn’t possible. We keep on working.
#AllezParis 🔴🔵","we fought for the victory until the end, but today it wasn't possible. we keep on working.
allezparis","we fought for the victory until the end, but today it wasn't possible. we keep on working.
allezparis","we fought for the victory until the end, but today it wasn't possible. we keep on working.
Allezparis","We fought for the victory until the end, but today it wasn't possible. We keep working.","we found for the victory until the end, but today it wasn't possible. we keep on working. allezparis",2022-08-28 22:45:30+00:00,es
1564021256667729920,"Hemos buscado la victoria hasta el final, pero hoy no ha podido ser. Seguimos trabajando.
Nous nous sommes battus pour la victoire jusqu’à la fin, mais aujourd’hui ce n’a pas été possible. Nous continuons à travailler.
#AllezParis 🔴🔵 https://t.co/wXu0On7v7t","hemos buscado la victoria hasta el final, pero hoy no ha podido ser. seguimos trabajando.
nous nous sommes battus pour la victoire jusqu'a la fin, mais aujourd'hui ce n'a pas ete possible. nous continuons a travailler.
allezparis","hemos buscado la victoria hasta el final, pero hoy no ha podido ser. seguimos trabajando. we fought for victory until the end, but today it was not possible. we continue to work. go Paris","We have sought victory until the end, but today it could not be. We keep working.
Nous nous sommes battus pour la victoire jusqu'a la fin, mais aujourd'hui ce n'a pas ete possible. Nous continuons a travailler.
Allezparis","We have been looking for victory until the end, but today it has not been possible. We are still working. We are beaten for victory until the end, but today it is not possible. We are still working.","We have sought victory until the end, but today it has not been possible. we continue working. nous nous sommes battus pour la victoire jusqu'a la fin, mais aujourd'hui ce n'a pas ete posible. nous continuans a travailler. allezparis",2022-08-28 22:45:00+00:00,es
1563795235704115203,"15 años sin ti, 15 años sin olvidarte ni un solo día. Eres eterno, amigo mío. Siempre en mi corazón.
#Eterno16 ❤️ https://t.co/RPYJLPPDp8","15 anos sin ti, 15 anos sin olvidarte ni un solo dia. eres eterno, amigo mio. siempre en mi corazon.
eterno16","15 years without you, 15 years without forgetting you for a single day. You are eternal, my friend. always in my heart. eternal16","15 years without you, 15 years without forgetting a single day. You are eternal, my friend. always in my heart.
eternal16","15 years without you, 15 years without forgetting you not a single day. You are eternal, my friend. Always in my heart.","15 years without you, 15 years without forgetting you one day. You are eternal, my friend. Always in my heart.",2022-08-28 07:46:52+00:00,es
1561471777540284416,"3/3
#AllezParis https://t.co/DsrM6geUZi","3/3
allezparis",3/3 allezparis,"3/3
Allezparis",3/3 going to the beach,3/3 allezparis,2022-08-21 21:54:17+00:00,es
1560959442191093760,"Ready 👌
#AllezParis https://t.co/P4WV8JWTzh","ready
allezparis","ready
allezparis","ready
Allezparis",Ready to go,ready allezparis,2022-08-20 11:58:26+00:00,es
1558593845444624385,"Feeling good!
2º partido - 2ª victoria 
2nd match - 2nd win
2e match - 2e victoire
#ParcDesPrinces 🙌 😀
🔴🔵 #IciCestParis https://t.co/a9CfGsP9SD","feeling good!
2o partido - 2a victoria
2nd match - 2nd win
2e match - 2e victoire
parcdesprinces
icicestparis","feeling good!
2o partido - 2a victoria
2nd match - 2nd win
2e match - 2e victoire
parcdesprinces
icicestparis","feeling good!
2nd match - 2nd win
2nd match - 2nd win
2E match - 2E Victoire
Parcdesprinces
icicestparis",feeling good! 2nd match - 2nd victory 2nd match - 2nd win 2nd match - 2nd victory parcdesprinces icicestparis,feeling good! 2nd match - 2nd win 2nd match - 2nd win 2e match - 2e victoire partsprinces icicestparis,2022-08-13 23:18:24+00:00,es
1556024419952254978,"Primer partido de la Ligue 1, primera victoria, primera portería a cero.
First Ligue 1 match, first win, first clean sheet. 
#AllezParis 🔴🔵 https://t.co/2TBLS3vlCE","primer partido de la ligue 1, primera victoria, primera porteria a cero.
first ligue 1 match, first win, first clean sheet.
allezparis","First match in Ligue 1, first win, first clean sheet. first ligue 1 match, first win, first clean sheet. allezparis","First match of Ligue 1, first victory, first clean sheet.
First Ligue 1 match, first win, first clean sheet.
Allezparis","First league match, first win, first clean sheet. allezparis","first match of the league 1, first win, first goal to zero. first match 1 match, first win, first clean sheet. allezparis",2022-08-06 21:08:25+00:00,es
1553999383892484097,"👌 Delikatessen 😜
@PSG_inside @PSG_English @PSG_espanol https://t.co/EXVp10fGHn","delikatessen
psg_inside psg_english psg_espanol","delikatessen
psg_inside psg_english psg_espanol","Delikatessen
psg_inside psg_english psg_espanol",Delicatessen psg_inside psg_english psg_spanish,delikatessen psg_inside psg_english psg_spanol,2022-08-01 07:01:39+00:00,es
1553852008230174727,"Los goleadores de hoy 😉
Today’s goal scorers 😉
Les buteurs d'aujourd'hui 😉 https://t.co/qf2VGSZupP","los goleadores de hoy
today's goal scorers
les buteurs d'aujourd'hui",los goleadores de hoy today's goal scorers,"Today's Goalscorers
Today's goal scorers
Les Buteurs d'Aujourd'hui",Today's goal scorers today's buteurs,today's goals scorers les buteurs d'aujourd'hui,2022-07-31 21:16:02+00:00,es
1553849314207846403,"La mejor forma de empezar la temporada. ¡Supercampeones!
There’s no better way to start the season. Superchampions!
Il n'y a pas de meilleure façon de débuter la saison. Le #TDC2022 est notre !
#AllezParis 🔴🔵 https://t.co/CO7tdCutMg","la mejor forma de empezar la temporada. !supercampeones!
there's no better way to start the season. superchampions!
il n'y a pas de meilleure facon de debuter la saison. le tdc2022 est notre !
allezparis",the best form to empezar the temporada. !supercampeones! there's no better way to start the season. superchampions! there is no better way to start the season. the tdc2022 is our! go Paris,"The best way to start the season. Super champions!
there's no better way to start the season. Superchampions!
Il n'y a pas de meilleure facon de debuter la saison. Le TDC2022 est notre !
Allezparis",There's no better way to start the season. There's no better way to start the season.,super champions! there's no better way to start the season. superchampions! il n'y a pas de meilleure facon de buter la saison. le tdc2022 este notre! allezparis,2022-07-31 21:05:20+00:00,es
1553457880153686016,"Ready for the #TDC2022.
Let’s do this!
#AllezParis 🔴🔵 https://t.co/SvdE7lxmo5","ready for the tdc2022.
let's do this!
allezparis","ready for the tdc2022.
let's do this!
allezparis","Ready for the TDC2022.
Let's do this!
Allezparis",Ready for the tdc2022. let's do this! allezparis,ready for the tdc2022. let's do this! allezparis,2022-07-30 19:09:55+00:00,es
1551551735885340673,"Last game of our Japan Tour.
Thank you very much for your hospitality and support. ❤️🇯🇵 https://t.co/uVNCoazXY2","last game of our japan tour.
thank you very much for your hospitality and support.","last game of our japan tour.
thank you very much for your hospitality and support.","Last Game of Our Japan Tour.
thank you very much for your hospitality and support.",Last game of our Japan tour. Thank you very much for your hospitality and support.,Last game of our Japan tour. thank you very much for your hospitality and support.,2022-07-25 12:55:34+00:00,es
1550836104684879872,"➕match
➕work
Thanks for the support 🇯🇵
#AllezParis https://t.co/9LxJkCYaXz","match
work
thanks for the support
allezparis","match
work
thanks for the support
allezparis","match
work
thanks for the support
Allezparis",match work thanks for the support allezparis,match work thanks for the support allezparis,2022-07-23 13:31:55+00:00,es
1549740403708026880,"First match in 🇯🇵
Onwards! 
#AllezParis https://t.co/qwa2boM1Z9","first match in
onwards!
allezparis","first match in
onwards!
allezparis","first match in
onwards!
Allezparis",First match in onwards!,first match in nexts! allezparis,2022-07-20 12:57:59+00:00,es
1547987087927914499,"First ⚽️
#AllezParis https://t.co/MuHQRW8AXo","first
allezparis","first
allezparis","first
Allezparis",first allezparis,first allezparis,2022-07-15 16:50:56+00:00,es
1539308854080462854,#GraciasaTien2021 @unicef_es https://t.co/uE1p1Ob2e7,graciasatien2021 unicef_es,thanksatien2021 unicef_es,thanksatien2021 unicef_es,Thank you for your 2021,thanksatien2021 unicef_en,2022-06-21 18:06:44+00:00,es
1538590976431865860,"¡Enhorabuena, @RMBaloncesto! 🙌🙌🙌🔝🔝🔝 https://t.co/YBclNqSg9v","!enhorabuena, rmbaloncesto!","Congratulations, rmbasketball!","Congratulations, RMBetics!","Good luck to you, you little prick!","Congratulations, Rmbaloncesto!",2022-06-19 18:34:09+00:00,es
1530670989566017536,"Increíble, @realmadrid. ¡Enhorabuena por hacer historia de nuevo, enhorabuena por la 1️⃣4️⃣ Champions! 👏⚪ https://t.co/EHwngh2jlc","increible, realmadrid. !enhorabuena por hacer historia de nuevo, enhorabuena por la 14 champions!","incredible, real madrid Congratulations on making history again, congratulations on the 14 champions!","Incredible, Realmadrid. Congratulations on making history again, congratulations on the 14th Champions League!","Congratulations on making history again, congratulations on the 14 champions!","Congratulations on making history again, congratulations on the 14 champions!",2022-05-28 22:02:57+00:00,es
